"id";"nama";"id_provinsi";"created_at";"updated_at"
"240";"PONOROGO";"15";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"241";"NGAWI";"15";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"242";"NGANJUK";"15";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"243";"TUBAN";"15";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"244";"TRENGGALEK";"15";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"245";"BATU";"15";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"246";"TANGERANG";"16";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"247";"SERANG";"16";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"248";"PANDEGLANG";"16";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"249";"LEBAK";"16";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"250";"TANGERANG SELATAN";"16";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"251";"CILEGON";"16";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"252";"KLUNGKUNG";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"253";"KARANGASEM";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"254";"BANGLI";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"255";"TABANAN";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"256";"GIANYAR";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"257";"BADUNG";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"258";"JEMBRANA";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"259";"BULELENG";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"260";"DENPASAR";"17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"261";"MATARAM";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"262";"DOMPU";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"263";"SUMBAWA BARAT";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"264";"SUMBAWA";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"265";"LOMBOK TENGAH";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"266";"LOMBOK TIMUR";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"267";"LOMBOK UTARA";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"268";"LOMBOK BARAT";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"269";"BIMA";"18";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"270";"TIMOR TENGAH SELATAN";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"271";"FLORES TIMUR";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"272";"ALOR";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"273";"ENDE";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"274";"NAGEKEO";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"275";"KUPANG";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"276";"SIKKA";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"277";"NGADA";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"278";"TIMOR TENGAH UTARA";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"279";"BELU";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"280";"LEMBATA";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"281";"SUMBA BARAT DAYA";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"282";"SUMBA BARAT";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"283";"SUMBA TENGAH";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"284";"SUMBA TIMUR";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"285";"ROTE NDAO";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"286";"MANGGARAI TIMUR";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"287";"MANGGARAI";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"288";"SABU RAIJUA";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"289";"MANGGARAI BARAT";"19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"290";"LANDAK";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"291";"KETAPANG";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"292";"SINTANG";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"293";"KUBU RAYA";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"294";"PONTIANAK";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"295";"KAYONG UTARA";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"296";"BENGKAYANG";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"297";"KAPUAS HULU";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"298";"SAMBAS";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"299";"SINGKAWANG";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"300";"SANGGAU";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"301";"MELAWI";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"302";"SEKADAU";"20";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"303";"KOTAWARINGIN TIMUR";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"304";"SUKAMARA";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"305";"KOTAWARINGIN BARAT";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"306";"BARITO TIMUR";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"307";"KAPUAS";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"308";"PULANG PISAU";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"309";"LAMANDAU";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"310";"SERUYAN";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"311";"KATINGAN";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"312";"BARITO SELATAN";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"313";"MURUNG RAYA";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"314";"BARITO UTARA";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"315";"GUNUNG MAS";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"316";"PALANGKA RAYA";"21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"317";"TAPIN";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"318";"BANJAR";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"319";"HULU SUNGAI TENGAH";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"320";"TABALONG";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"321";"HULU SUNGAI UTARA";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"322";"BALANGAN";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"323";"TANAH BUMBU";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"324";"BANJARMASIN";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"325";"KOTABARU";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"326";"TANAH LAUT";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"327";"HULU SUNGAI SELATAN";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"328";"BARITO KUALA";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"329";"BANJARBARU";"22";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"330";"KUTAI BARAT";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"331";"SAMARINDA";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"332";"PASER";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"333";"KUTAI KARTANEGARA";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"334";"BERAU";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"335";"PENAJAM PASER UTARA";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"336";"BONTANG";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"337";"KUTAI TIMUR";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"338";"BALIKPAPAN";"23";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"339";"MALINAU";"24";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"340";"NUNUKAN";"24";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"341";"BULUNGAN (BULONGAN)";"24";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"342";"TANA TIDUNG";"24";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"343";"TARAKAN";"24";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"344";"BOLAANG MONGONDOW (BOLMONG)";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"345";"BOLAANG MONGONDOW SELATAN";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"346";"MINAHASA SELATAN";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"347";"BITUNG";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"348";"MINAHASA";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"349";"KEPULAUAN SANGIHE";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"350";"MINAHASA UTARA";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"351";"KEPULAUAN TALAUD";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"352";"KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"353";"MANADO";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"354";"BOLAANG MONGONDOW UTARA";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"355";"BOLAANG MONGONDOW TIMUR";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"356";"MINAHASA TENGGARA";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"357";"KOTAMOBAGU";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"358";"TOMOHON";"25";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"359";"BANGGAI KEPULAUAN";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"360";"TOLI-TOLI";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"361";"PARIGI MOUTONG";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"362";"BUOL";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"363";"DONGGALA";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"364";"POSO";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"365";"MOROWALI";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"366";"TOJO UNA-UNA";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"367";"BANGGAI";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"368";"SIGI";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"369";"PALU";"26";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"370";"MAROS";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"371";"WAJO";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"372";"BONE";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"373";"SOPPENG";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"374";"SIDENRENG RAPPANG / RAPANG";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"375";"TAKALAR";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"376";"BARRU";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"377";"LUWU TIMUR";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"378";"SINJAI";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"379";"PANGKAJENE KEPULAUAN";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"380";"PINRANG";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"381";"JENEPONTO";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"382";"PALOPO";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"383";"TORAJA UTARA";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"384";"LUWU";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"385";"BULUKUMBA";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"386";"MAKASSAR";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"387";"SELAYAR (KEPULAUAN SELAYAR)";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"388";"TANA TORAJA";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"389";"LUWU UTARA";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"390";"BANTAENG";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"391";"GOWA";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"392";"ENREKANG";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"393";"PAREPARE";"27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"394";"KOLAKA";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"395";"MUNA";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"396";"KONAWE SELATAN";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"397";"KENDARI";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"398";"KONAWE";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"399";"KONAWE UTARA";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"400";"KOLAKA UTARA";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"401";"BUTON";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"402";"BOMBANA";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"403";"WAKATOBI";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"404";"BAU-BAU";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"405";"BUTON UTARA";"28";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"406";"GORONTALO UTARA";"29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"407";"BONE BOLANGO";"29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"408";"GORONTALO";"29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"409";"BOALEMO";"29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"410";"POHUWATO";"29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"411";"MAJENE";"30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"412";"MAMUJU";"30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"413";"MAMUJU UTARA";"30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"414";"POLEWALI MANDAR";"30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"415";"MAMASA";"30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"416";"MALUKU TENGGARA BARAT";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"417";"MALUKU TENGGARA";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"418";"SERAM BAGIAN BARAT";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"419";"MALUKU TENGAH";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"420";"SERAM BAGIAN TIMUR";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"421";"MALUKU BARAT DAYA";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"422";"AMBON";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"423";"BURU";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"424";"BURU SELATAN";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"425";"KEPULAUAN ARU";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"426";"TUAL";"31";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"427";"HALMAHERA BARAT";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"428";"TIDORE KEPULAUAN";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"429";"TERNATE";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"430";"PULAU MOROTAI";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"431";"KEPULAUAN SULA";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"432";"HALMAHERA SELATAN";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"433";"HALMAHERA TENGAH";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"434";"HALMAHERA TIMUR";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"435";"HALMAHERA UTARA";"32";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"436";"YALIMO";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"437";"DOGIYAI";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"438";"ASMAT";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"439";"JAYAPURA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"440";"PANIAI";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"441";"MAPPI";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"442";"TOLIKARA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"443";"PUNCAK JAYA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"444";"PEGUNUNGAN BINTANG";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"445";"JAYAWIJAYA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"446";"LANNY JAYA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"447";"NDUGA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"448";"BIAK NUMFOR";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"449";"KEPULAUAN YAPEN (YAPEN WAROPEN)";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"450";"PUNCAK";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"451";"INTAN JAYA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"452";"WAROPEN";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"453";"NABIRE";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"454";"MIMIKA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"455";"BOVEN DIGOEL";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"456";"YAHUKIMO";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"457";"SARMI";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"458";"MERAUKE";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"459";"DEIYAI (DELIYAI)";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"460";"KEEROM";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"461";"SUPIORI";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"462";"MAMBERAMO RAYA";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"463";"MAMBERAMO TENGAH";"33";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"464";"RAJA AMPAT";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"465";"MANOKWARI SELATAN";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"466";"MANOKWARI";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"467";"KAIMANA";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"468";"MAYBRAT";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"469";"SORONG SELATAN";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"470";"FAKFAK";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"471";"PEGUNUNGAN ARFAK";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"472";"TAMBRAUW";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"473";"SORONG";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"474";"TELUK WONDAMA";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"475";"TELUK BINTUNI";"34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
